WBA,10.73
VZ,10.02
MMM,6.89
DOW,6.24
IBM,5.96
GS,4.74
AMGN,4.39
CVX,3.98
JPM,3.85
KO,3.7
TRV,3.52
JNJ,3.42
MRK,3.19
HD,3.18
HON,2.97
CSCO,2.89
PG,2.78
MCD,2.74
CAT,2.31
INTC,2.24
AXP,2.15
UNH,2.06
NKE,1.77
WMT,1.61
MSFT,1.11
V,0.92
AAPL,0.66
